Agency_name,Park_name,Entrance,Date_year,Timeslot,Scheduled_count,Scheduled_date,Start_time,Date,Half_of_summer,Date_object,Day_type,Total_days_by_type,Park_id,Agency_id,Usage_class,ppb_multiplier,ppv_multiplier,Expansion_factor,Expanded_total,Year,Visitor Category,Visitors
Ramsey County,Trout Brook Regional Trail,1,July-5-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-05,1,2018-07-05,Weekday,68,98,6,Low,0,0,10,8840,2018,Boaters,0
Saint Paul,Sam Morgan Regional Trail,6,July-7-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,69,7,High,1,1.86,12,9456.480000000001,2018,Boaters,0
Saint Paul,Bruce Vento Regional Trail,1,July-7-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,62,7,High,1,1.86,21,38808,2018,Boaters,0
Saint Paul,Phalen Regional Park,7,July-7-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,70,7,Low,64.18,2.21,34,11220,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,7,July-7-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-07,1,2018-07-07,Weekend_holiday,33,68,7,Low,1,1.86,62,57001.56,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,5,July-7-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-07,1,2018-07-07,Weekend_holiday,33,66,7,Low,64.18,2.21,12,0,2018,Boaters,0
Saint Paul,Indian Mounds Regional Park,4,July-7-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-07,1,2018-07-07,Weekend_holiday,33,67,7,High,59.42,2.21,6,13483.8,2018,Boaters,0
Saint Paul,Phalen Regional Park,9,July-8-2018,6:00-8:00 PM,No,6.30.18 6pm-8pm,06:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,70,7,High,64.18,2.21,28,17066.28,2018,Boaters,0
Saint Paul,Trout Brook Regional Trail,1,July-8-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-08,1,2018-07-08,Weekend_holiday,33,130,7,High,0,0,6,1980,2018,Boaters,0
Saint Paul,Lilydale-Harriet Island Regional Park,3,July-9-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-09,1,2018-07-09,Weekday,68,65,7,Low,36,2.21,24,32640,2018,Boaters,0
Saint Paul,Cherokee Heights Regional Park,3,July-9-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-09,1,2018-07-09,Weekday,68,63,7,Low,36,2.21,6,7344,2018,Boaters,0
Saint Paul,Cherokee Heights Regional Park,4,July-10-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-10,1,2018-07-10,Weekday,68,63,7,High,36,2.21,15,31558.800000000003,2018,Boaters,0
Saint Paul,Lilydale-Harriet Island Regional Park,1,July-10-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-10,1,2018-07-10,Weekday,68,65,7,High,36,2.21,8,94873.6,2018,Boaters,0
Saint Paul,Trout Brook Regional Trail,1,July-14-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,130,7,High,0,0,6,3762,2018,Boaters,0
Saint Paul,"Como Regional Park, Zoo, & Conservatory",7,July-14-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,64,7,Low,9,2.21,20,13200,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,2,July-14-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,66,7,High,64.18,2.21,9,11315.699999999999,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,6,July-14-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,68,7,High,1,1.86,16,82790.40000000001,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,5,July-14-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-14,1,2018-07-14,Weekend_holiday,33,68,7,High,1,1.86,16,44352,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,1,July-15-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-15,1,2018-07-15,Weekend_holiday,33,68,7,High,1,1.86,16,10032,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,1,July-15-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-15,1,2018-07-15,Weekend_holiday,33,66,7,High,64.18,2.21,9,9533.699999999999,2018,Boaters,0
Ramsey County,Trout Brook Regional Trail,1,July-15-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-15,1,2018-07-15,Weekend_holiday,33,98,6,Low,0,0,16,3696,2018,Boaters,0
Saint Paul,"Como Regional Park, Zoo, & Conservatory",22,July-21-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,64,7,High,9,2.21,43,163071.48,2018,Boaters,0
Saint Paul,Cherokee Heights Regional Park,5,July-21-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,63,7,High,36,2.21,15,4455,2018,Boaters,0
Saint Paul,Cherokee Heights Regional Park,4,July-21-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,63,7,High,36,2.21,15,3281.85,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,5,July-21-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,68,7,High,1,1.86,16,77616,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,1,July-21-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-21,2,2018-07-21,Weekend_holiday,33,66,7,High,64.18,2.21,9,20005.920000000002,2018,Boaters,0
Saint Paul,Trout Brook Regional Trail,1,July-22-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-22,2,2018-07-22,Weekend_holiday,33,130,7,High,0,0,6,2772,2018,Boaters,0
Saint Paul,Indian Mounds Regional Park,3,July-22-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-22,2,2018-07-22,Weekend_holiday,33,67,7,Low,59.42,2.21,11,5158.2300000000005,2018,Boaters,0
Saint Paul,Lilydale-Harriet Island Regional Park,1,July-22-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-22,2,2018-07-22,Weekend_holiday,33,65,7,High,36,2.21,8,31951.920000000002,2018,Boaters,0
Saint Paul,Cherokee Heights Regional Park,5,July-22-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-22,2,2018-07-22,Weekend_holiday,33,63,7,Medium,36,2.21,9,4455,2018,Boaters,0
Saint Paul,Sam Morgan Regional Trail,5,July-22-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-22,2,2018-07-22,Weekend_holiday,33,69,7,Low,1,1.86,12,10296,2018,Boaters,0
Saint Paul,Lilydale-Harriet Island Regional Park,1,July-24-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-24,2,2018-07-24,Weekday,68,65,7,High,36,2.21,8,98529.28,2018,Boaters,0
Saint Paul,Indian Mounds Regional Park,4,July-27-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-27,2,2018-07-27,Weekday,68,67,7,Medium,59.42,2.21,7,20915.440000000002,2018,Boaters,0
Saint Paul,Sam Morgan Regional Trail,4,July-27-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-27,2,2018-07-27,Weekday,68,69,7,Low,1,1.86,12,10608,2018,Boaters,0
Saint Paul,Sam Morgan Regional Trail,6,July-28-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-28,2,2018-07-28,Weekend_holiday,33,69,7,High,1,1.86,12,22635.36,2018,Boaters,0
Saint Paul,Indian Mounds Regional Park,1,July-28-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-28,2,2018-07-28,Weekend_holiday,33,67,7,High,59.42,2.21,6,16190.46,2018,Boaters,0
Saint Paul,Trout Brook Regional Trail,1,July-28-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-28,2,2018-07-28,Weekend_holiday,33,130,7,High,0,0,6,1782,2018,Boaters,0
Saint Paul,"Como Regional Park, Zoo, & Conservatory",5,July-28-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-28,2,2018-07-28,Weekend_holiday,33,64,7,Low,9,2.21,20,16500,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,1,July-29-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-29,2,2018-07-29,Weekend_holiday,33,66,7,Medium,64.18,2.21,9,9768.330000000002,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,16,July-29-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-29,2,2018-07-29,Weekend_holiday,33,68,7,Low,1,1.86,62,61380,2018,Boaters,0
Saint Paul,Sam Morgan Regional Trail,2,July-30-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-30,2,2018-07-30,Weekday,68,69,7,High,1,1.86,12,23664,2018,Boaters,0
Saint Paul,Trout Brook Regional Trail,2,July-31-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-31,2,2018-07-31,Weekday,68,130,7,Medium,0,0,6,0,2018,Boaters,0
Saint Paul,Phalen Regional Park,6,August-1-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-01,2,2018-08-01,Weekday,68,70,7,High,64.18,2.21,28,26656,2018,Boaters,0
Saint Paul,Trout Brook Regional Trail,1,August-1-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-01,2,2018-08-01,Weekday,68,130,7,High,0,0,6,3672,2018,Boaters,0
Saint Paul,"Como Regional Park, Zoo, & Conservatory",6,August-3-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-03,2,2018-08-03,Weekday,68,64,7,Low,9,2.21,20,12240,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,2,August-4-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-04,2,2018-08-04,Weekend_holiday,33,68,7,Medium,1,1.86,36,9504,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,1,August-4-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,66,7,Medium,64.18,2.21,9,9658.439999999999,2018,Boaters,0
Saint Paul,Phalen Regional Park,11,August-4-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-04,2,2018-08-04,Weekend_holiday,33,70,7,High,64.18,2.21,28,32672.639999999996,2018,Boaters,0
Saint Paul,Trout Brook Regional Trail,1,August-4-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,130,7,High,0,0,6,1782,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,6,August-9-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-09,2,2018-08-09,Weekday,68,68,7,High,1,1.86,16,93655.04000000001,2018,Boaters,0
Saint Paul,Bruce Vento Regional Trail,5,August-9-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-09,2,2018-08-09,Weekday,68,62,7,High,1,1.86,21,24904.32,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,1,August-9-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-09,2,2018-08-09,Weekday,68,66,7,High,64.18,2.21,9,10918.079999999998,2018,Boaters,0
Saint Paul,"Como Regional Park, Zoo, & Conservatory",9,August-10-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-10,2,2018-08-10,Weekday,68,64,7,High,9,2.21,43,162954.52000000002,2018,Boaters,0
Saint Paul,Phalen Regional Park,1,August-10-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-10,2,2018-08-10,Weekday,68,70,7,High,64.18,2.21,28,436796.63999999996,2018,Boaters,0
Saint Paul,Bruce Vento Regional Trail,6,August-10-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-10,2,2018-08-10,Weekday,68,62,7,High,1,1.86,21,29988,2018,Boaters,0
Saint Paul,Phalen Regional Park,9,August-10-2018,8:00-10:00 AM,No,8/9/18 8-10am,08:00 AM,2018-08-10,2,2018-08-10,Weekday,68,70,7,Medium,64.18,2.21,16,105797.12,2018,Boaters,0
Saint Paul,Trout Brook Regional Trail,1,August-10-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-10,2,2018-08-10,Weekday,68,130,7,High,0,0,6,2040,2018,Boaters,0
Saint Paul,Indian Mounds Regional Park,4,August-11-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,67,7,High,59.42,2.21,6,8626.86,2018,Boaters,0
Saint Paul,Cherokee Heights Regional Park,5,August-12-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,63,7,High,36,2.21,15,6435,2018,Boaters,0
Saint Paul,Trout Brook Regional Trail,1,August-13-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-13,2,2018-08-13,Weekday,68,130,7,High,0,0,6,816,2018,Boaters,0
Saint Paul,Cherokee Heights Regional Park,5,August-14-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-14,2,2018-08-14,Weekday,68,63,7,Medium,36,2.21,9,6120,2018,Boaters,0
Saint Paul,Lilydale-Harriet Island Regional Park,2,August-14-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-14,2,2018-08-14,Weekday,68,65,7,High,36,2.21,8,63588.16,2018,Boaters,0
Saint Paul,Trout Brook Regional Trail,1,August-14-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-14,2,2018-08-14,Weekday,68,130,7,High,0,0,6,4080,2018,Boaters,0
Saint Paul,Bruce Vento Regional Trail,6,August-17-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-17,2,2018-08-17,Weekday,68,62,7,High,1,1.86,21,44268,2018,Boaters,0
Saint Paul,Phalen Regional Park,11,August-17-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-17,2,2018-08-17,Weekday,68,70,7,High,64.18,2.21,28,92572.48,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,2,August-18-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,66,7,High,64.18,2.21,9,28360.53,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,1,August-18-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,68,7,High,1,1.86,16,14784,2018,Boaters,0
Saint Paul,Sam Morgan Regional Trail,2,August-18-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-18,2,2018-08-18,Weekend_holiday,33,69,7,Medium,1,1.86,12,25344,2018,Boaters,0
Saint Paul,Indian Mounds Regional Park,1,August-18-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-18,2,2018-08-18,Weekend_holiday,33,67,7,Low,59.42,2.21,11,11231.22,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,2,August-20-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-20,2,2018-08-20,Weekday,68,66,7,High,64.18,2.21,9,26181.36,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,5,August-20-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-20,2,2018-08-20,Weekday,68,68,7,Medium,1,1.86,36,112608,2018,Boaters,0
Saint Paul,Bruce Vento Regional Trail,3,August-22-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-22,2,2018-08-22,Weekday,68,62,7,Low,1,1.86,9,4284,2018,Boaters,0
Saint Paul,Phalen Regional Park,4,August-22-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-22,2,2018-08-22,Weekday,68,70,7,Low,64.18,2.21,34,18496,2018,Boaters,0
Saint Paul,Indian Mounds Regional Park,2,August-23-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-23,2,2018-08-23,Weekday,68,67,7,Medium,59.42,2.21,7,12023.759999999998,2018,Boaters,0
Saint Paul,Lilydale-Harriet Island Regional Park,1,August-23-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-23,2,2018-08-23,Weekday,68,65,7,Low,36,2.21,24,141184.32,2018,Boaters,0
Saint Paul,Sam Morgan Regional Trail,2,August-23-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-23,2,2018-08-23,Weekday,68,69,7,Medium,1,1.86,12,15504,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,4,August-27-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-27,2,2018-08-27,Weekday,68,68,7,Low,1,1.86,62,113832,2018,Boaters,0
Saint Paul,Indian Mounds Regional Park,1,August-27-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-27,2,2018-08-27,Weekday,68,67,7,High,59.42,2.21,6,17756.159999999996,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,3,August-27-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-27,2,2018-08-27,Weekday,68,66,7,Low,64.18,2.21,12,29498.399999999998,2018,Boaters,0
Saint Paul,Mississippi Gorge Regional Park,6,August-28-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-28,2,2018-08-28,Weekday,68,68,7,High,1,1.86,16,58947.84,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,2,August-28-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-28,2,2018-08-28,Weekday,68,66,7,High,64.18,2.21,9,9822.6,2018,Boaters,0
Saint Paul,"Como Regional Park, Zoo, & Conservatory",20,August-29-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-29,2,2018-08-29,Weekday,68,64,7,Medium,9,2.21,69,82954.56,2018,Boaters,0
Saint Paul,Cherokee Heights Regional Park,2,August-29-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-29,2,2018-08-29,Weekday,68,63,7,High,36,2.21,15,24908.4,2018,Boaters,0
Saint Paul,"Como Regional Park, Zoo, & Conservatory",20,August-30-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-30,2,2018-08-30,Weekday,68,64,7,High,9,2.21,43,355412.2,2018,Boaters,0
Saint Paul,"Como Regional Park, Zoo, & Conservatory",17,August-31-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-31,2,2018-08-31,Weekday,68,64,7,High,9,2.21,43,180937.12,2018,Boaters,0
Saint Paul,Hidden Falls-Crosby Farm Regional Park,4,August-31-2018,2:00-4:00 PM,No,8/31/18 Noon - 2 pm,02:00 PM,2018-08-31,2,2018-08-31,Weekday,68,66,7,High,64.18,2.21,9,34779.96,2018,Boaters,0
Saint Paul,Trout Brook Regional Trail,2,September-1-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-09-01,2,2018-09-01,Weekend_holiday,33,130,7,Medium,0,0,6,594,2018,Boaters,0
Saint Paul,Phalen Regional Park,11,September-3-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-09-03,2,2018-09-03,Weekend_holiday,33,70,7,High,64.18,2.21,28,26546.52,2018,Boaters,0
Scott County,Cedar Lake Farm Regional Park,2,June-21-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-21,1,2018-06-21,Weekday,68,102,8,Low,39.73,2.22,6,2040,2018,Boaters,5
Scott County,Cedar Lake Farm Regional Park,2,May-26-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-05-26,1,2018-05-26,Weekend_holiday,33,102,8,Low,39.73,2.22,6,0,2018,Boaters,0
Scott County,Spring Lake Regional Park,1,June-4-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-06-04,1,2018-06-04,Weekday,68,114,8,High,39.73,2.22,6,5663.04,2018,Boaters,0
Scott County,Spring Lake Regional Park,3,June-3-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-03,1,2018-06-03,Weekend_holiday,33,114,8,Low,39.73,2.22,12,2376,2018,Boaters,0
Scott County,Scott County Regional Trail,9,June-4-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-04,1,2018-06-04,Weekday,68,38,8,High,0,0,12,0,2018,Boaters,0
Scott County,Scott County Regional Trail,17,June-3-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-03,1,2018-06-03,Weekend_holiday,33,38,8,Low,0,0,78,10296,2018,Boaters,0
Scott County,Scott County Regional Trail,1,May-28-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-05-28,1,2018-05-28,Weekend_holiday,33,38,8,Medium,0,0,60,67320,2018,Boaters,0
Scott County,Scott County Regional Trail,1,May-29-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-05-29,1,2018-05-29,Weekday,68,38,8,Medium,0,0,60,0,2018,Boaters,0
Scott County,Spring Lake Regional Park,7,May-29-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-05-29,1,2018-05-29,Weekday,68,114,8,Medium,39.73,2.22,24,0,2018,Boaters,0
Scott County,Spring Lake Regional Park,7,June-19-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-19,1,2018-06-19,Weekday,68,114,8,Medium,39.73,2.22,24,0,2018,Boaters,0
Scott County,Cedar Lake Farm Regional Park,1,June-7-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-06-07,1,2018-06-07,Weekday,68,102,8,High,39.73,2.22,6,20787.6,2018,Boaters,0
Scott County,Cedar Lake Farm Regional Park,1,June-17-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-17,1,2018-06-17,Weekend_holiday,33,102,8,High,39.73,2.22,6,396,2018,Boaters,0
Scott County,Scott County Regional Trail,19,June-19-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-06-19,1,2018-06-19,Weekday,68,38,8,Medium,0,0,60,16320,2018,Boaters,0
Scott County,Scott County Regional Trail,8,June-13-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-13,1,2018-06-13,Weekday,68,38,8,High,0,0,12,1632,2018,Boaters,0
Scott County,Scott County Regional Trail,20,June-13-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-06-13,1,2018-06-13,Weekday,68,38,8,Low,0,0,78,37128,2018,Boaters,0
Scott County,Spring Lake Regional Park,6,June-23-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-06-23,1,2018-06-23,Weekend_holiday,33,114,8,Medium,39.73,2.22,24,0,2018,Boaters,0
Scott County,Cedar Lake Farm Regional Park,1,July-5-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-05,1,2018-07-05,Weekday,68,102,8,High,39.73,2.22,6,0,2018,Boaters,0
Scott County,Spring Lake Regional Park,1,June-30-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-30,1,2018-06-30,Weekend_holiday,33,114,8,High,39.73,2.22,6,198,2018,Boaters,0
Scott County,Cedar Lake Farm Regional Park,2,July-8-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-08,1,2018-07-08,Weekend_holiday,33,102,8,Low,39.73,2.22,6,396,2018,Boaters,2
Scott County,Spring Lake Regional Park,1,July-5-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-05,1,2018-07-05,Weekday,68,114,8,High,39.73,2.22,6,4757.28,2018,Boaters,0
Scott County,Scott County Regional Trail,8,July-1-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-01,1,2018-07-01,Weekend_holiday,33,38,8,High,0,0,12,0,2018,Boaters,0
Scott County,Spring Lake Regional Park,1,July-1-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-01,1,2018-07-01,Weekend_holiday,33,114,8,High,39.73,2.22,6,0,2018,Boaters,0
Scott County,Scott County Regional Trail,19,June-23-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-06-23,1,2018-06-23,Weekend_holiday,33,38,8,Medium,0,0,60,11880,2018,Boaters,0
Scott County,Cedar Lake Farm Regional Park,1,July-14-2018,10:00-12:00 PM,No,7/7/18 10-12 pm,10:00 AM,2018-07-14,1,2018-07-14,Weekend_holiday,33,102,8,High,39.73,2.22,6,10858.32,2018,Boaters,0
Scott County,Cedar Lake Farm Regional Park,1,July-25-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-25,2,2018-07-25,Weekday,68,102,8,High,39.73,2.22,6,1811.52,2018,Boaters,0
Scott County,Cedar Lake Farm Regional Park,2,July-24-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-24,2,2018-07-24,Weekday,68,102,8,Low,39.73,2.22,6,0,2018,Boaters,0
Scott County,Scott County Regional Trail,9,July-26-2018,12:00-2:00 PM,No,6/30/18 12-2pm,12:00 PM,2018-07-26,2,2018-07-26,Weekday,68,38,8,High,0,0,12,0,2018,Boaters,0
Scott County,Spring Lake Regional Park,8,July-29-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-29,2,2018-07-29,Weekend_holiday,33,114,8,Low,39.73,2.22,12,396,2018,Boaters,0
Scott County,Scott County Regional Trail,3,August-5-2018,6:00-8:00 PM,No,7/29/18 6-8pm,06:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,38,8,Low,0,0,78,2574,2018,Boaters,0
Scott County,Cedar Lake Farm Regional Park,1,August-26-2018,2:00-4:00 PM,No,8/5/18 2-4pm,02:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,102,8,High,39.73,2.22,6,74754.9,2018,Boaters,0
Scott County,Cedar Lake Farm Regional Park,2,August-19-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-19,2,2018-08-19,Weekend_holiday,33,102,8,Low,39.73,2.22,6,198,2018,Boaters,1
Scott County,Cedar Lake Farm Regional Park,1,August-15-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-15,2,2018-08-15,Weekday,68,102,8,High,39.73,2.22,6,3623.04,2018,Boaters,0
Scott County,Scott County Regional Trail,8,September-3-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-09-03,2,2018-09-03,Weekend_holiday,33,38,8,High,0,0,12,396,2018,Boaters,0
Scott County,Scott County Regional Trail,5,August-17-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-17,2,2018-08-17,Weekday,68,38,8,Medium,0,0,60,0,2018,Boaters,0
Scott County,Scott County Regional Trail,1,August-19-2018,2:00-4:00 PM,No,7/15/18 2-4pm,02:00 PM,2018-08-19,2,2018-08-19,Weekend_holiday,33,38,8,Medium,0,0,60,1980,2018,Boaters,0
Scott County,Scott County Regional Trail,9,August-25-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-25,2,2018-08-25,Weekend_holiday,33,38,8,High,0,0,12,1188,2018,Boaters,0
Scott County,Scott County Regional Trail,8,August-2-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-02,2,2018-08-02,Weekday,68,38,8,High,0,0,12,3264,2018,Boaters,0
Scott County,Spring Lake Regional Park,1,September-3-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-09-03,2,2018-09-03,Weekend_holiday,33,114,8,High,39.73,2.22,6,4506.4800000000005,2018,Boaters,0
