Q29,Q1,Q15,Q17,Q17_1,Q21,Q19,Q26,Q27,Q28,Q18,Q22,Q23,Q24,Q26_1,Q27_1
What are your initials?,Agency Name,Park or Trail,Site Entrance Number,What month is it?,What day of the month is it?,What is the year?,Which timeslot best represents the time you will be onsite to conduct the count?,Is this a scheduled count? (was this count originally scheduled for the date and timeblock previously indicated?),"If not, when was it scheduled? Include date and time.","Bikes

Indicate total number of bikes, tricycles, unicycles, motorcycles. Count people, not the number of bikes. If there are 2 people on 1 bike, count it as 2.","Pedestrian/Skaters

Indicate total number of walkers, joggers, runners, baby strollers, skateboarders, inline and roller skaters, people in wheelchairs, etc.","Vehicles

Indicate total number of cars, vans, pickup trucks, and metro mobility van/buses.

Count the number of vehicles, not the number of people in them.","Buses

Indicate total number of charter, school, church group vehicles that hold more than 8 people. Be sure that the bus enters the park. Metro Transit buses on regular routes never enter parks and are NOT counted. 

Count the number of buses, not the number of people in them.","Horse Riders

Indicate total number of people on horses, not the number of horses. Two people on one horse =2 visits. Do not count mounted police or park patrols.","Boaters

Indicate total number of people arriving at the park by boat, not those towing a boat (that's counted in the vehicle category)."
JS,Three Rivers Park District,Murphy-Hanrehan Park Reserve (Scott County),1,June,27,2018,12:00-2:00 PM,Yes,NA,1,2,25,0,0,0
JS,Three Rivers Park District,Nine Mile Creek Regional Trail,21,June,25,2018,2:00-4:00 PM,Yes,NA,1,1,0,0,0,0
JS,Three Rivers Park District,Hyland Lake Park Reserve,11,June,25,2018,12:00-2:00 PM,Yes,NA,0,5,28,0,0,0
JS,Three Rivers Park District,Fish Lake Regional Park,2,June,24,2018,4:00-6:00 PM,No,6/18/18 4-6PM,3,13,0,0,0,0
JS,Three Rivers Park District,Fish Lake Regional Park,3,June,24,2018,12:00-2:00 PM,Yes,NA,7,6,0,0,0,0
JS,Three Rivers Park District,Noerenberg Gardens Special Recreation Feature,1,June,23,2018,12:00-2:00 PM,Yes,NA,0,0,21,1,0,0
JS,Three Rivers Park District,Lake Rebecca Park Reserve,1,June,22,2018,4:00-6:00 PM,Yes,NA,1,0,33,2,0,0
JS,Three Rivers Park District,Crow-Hassan Park Reserve,2,June,22,2018,2:00-4:00 PM,Yes,NA,0,1,16,0,0,0
JS,Three Rivers Park District,Rush Creek Regional Trail,40,June,22,2018,10:00-12:00 PM,Yes,NA,8,21,0,0,0,0
JS,Three Rivers Park District,Lake Independence Regional Trail,7,June,19,2018,12:00-2:00 PM,Yes,NA,1,0,0,0,0,0
JS,Three Rivers Park District,Nokomis-Minnesota River Regional Trail,13,June,17,2018,10:00-12:00 PM,Yes,NA,2,0,0,0,0,0
JS,Three Rivers Park District,Nokomis-Minnesota River Regional Trail,5,June,20,2018,12:00-2:00 PM,Yes,NA,0,0,0,0,0,0
JS,Three Rivers Park District,North Mississippi Regional Park,2,June,16,2018,6:00-8:00 PM,Yes,NA,6,2,0,0,0,0
JS,Three Rivers Park District,Twin Lakes Regional Trail,17,June,16,2018,4:00-6:00 PM,Yes,NA,0,7,0,0,0,0
JS,Three Rivers Park District,Coon Rapids Dam Regional Park,6,June,26,2018,2:00-4:00 PM,Yes,NA,2,3,0,0,0,0
JS,Three Rivers Park District,Shingle Creek Regional Trail,47,June,26,2018,12:00-2:00 PM,Yes,NA,4,1,0,0,0,0
JS,Three Rivers Park District,Kingswood Special Recreation Feature,1,June,30,2018,10:00-12:00 PM,Yes,NA,0,0,0,0,0,0
JS,Three Rivers Park District,Dakota Rail Regional Trail,1,July,1,2018,4:00-6:00 PM,No,6/3/18 4-6 PM,54,16,0,0,0,0
JS,Three Rivers Park District,Crow-Hassan Park Reserve,2,June,30,2018,8:00-10:00 AM,Yes,NA,0,0,27,0,0,0
JS,Three Rivers Park District,Lake Minnetonka LRT Regional Trail,20,June,18,2018,12:00-2:00 PM,Yes,NA,1,7,0,0,0,0
JS,Three Rivers Park District,Gale Woods Special Recreation Feature,2,June,27,2018,10:00-12:00 PM,Yes,NA,1,1,0,0,0,0
JS,Three Rivers Park District,Kingswood Special Recreation Feature,1,June,27,2018,12:00-2:00 PM,Yes,NA,0,0,0,0,0,0
JS,Three Rivers Park District,North Cedar Lake Regional Trail,20,June,28,2018,12:00-2:00 PM,Yes,NA,5,3,0,0,0,0
JS,Three Rivers Park District,Cleary Lake Regional Park (Scott County),1,June,21,2018,8:00-10:00 AM,Yes,NA,2,1,8,8,8,8
JS,Three Rivers Park District,Murphy-Hanrehan Park Reserve (Scott County),1,June,21,2018,10:00-12:00 PM,Yes,NA,0,2,12,2,2,2
JS,Three Rivers Park District,Minnesota River Bluffs Regional Trail,7,June,29,2018,8:00-10:00 AM,Yes,NA,4,0,0,0,0,0
